날짜,종가,오픈,고가,저가,거래량,변동,업비트,김프,사차산업,블록체인,머스크
2019.1.22,3580.1 ,3536.9 ,3607.9 ,3465.2 ,447.70K,0.0123,0.78077,0.00266,0.03514,0.14466,0.02154
2019.1.23,3561.5 ,3580.1 ,3608.3 ,3532.8 ,445.87K,-0.0052,0.73027,0.00286,0.03377,0.13594,0.02114
2019.1.24,3574.3 ,3561.4 ,3587.0 ,3539.7 ,428.60K,0.0036,0.80889,0.00364,0.04301,0.14576,0.02023
2019.1.25,3572.0 ,3574.3 ,3582.6 ,3542.2 ,448.89K,-0.0006,0.7509,0.00292,0.03208,0.13477,0.0188
2019.1.26,3570.9 ,3572.0 ,3652.5 ,3556.1 ,432.55K,-0.0003,0.60657,0.00214,0.01932,0.07984,0.01568
2019.1.27,3555.6 ,3570.9 ,3583.2 ,3509.2 ,464.02K,-0.0043,0.58489,0.00227,0.0378,0.06839,0.01633
2019.1.28,3442.8 ,3555.8 ,3561.2 ,3395.7 ,620.85K,-0.0317,0.77082,0.00318,0.03924,0.14563,0.01939
2019.1.29,3414.8 ,3442.8 ,3450.1 ,3368.2 ,585.46K,-0.0081,0.77114,0.00305,0.03429,0.12637,0.0214
2019.1.30,3460.0 ,3414.6 ,3479.0 ,3394.2 ,600.25K,0.0132,0.70607,0.00234,0.0285,0.13737,0.01978
2019.1.31,3437.2 ,3460.0 ,3484.7 ,3427.0 ,477.07K,-0.0066,0.76841,0.00305,0.02537,0.11381,0.01932
2019.2.1,3467.9 ,3437.7 ,3485.7 ,3415.3 ,481.58K,0.009,0.7224,0.0013,0.01906,0.10783,0.01835
2019.2.2,3502.5 ,3467.9 ,3514.5 ,3447.8 ,443.60K,0.01,0.52216,0.00169,0.01041,0.06149,0.01783
2019.2.3,3459.1 ,3502.3 ,3507.8 ,3431.3 ,451.66K,-0.0124,0.48917,0.00195,0.01412,0.0598,0.01444
2019.2.4,3462.8 ,3459.0 ,3479.7 ,3437.1 ,503.92K,0.0011,0.58516,0.00136,0.0134,0.07353,0.01431
2019.2.5,3468.4 ,3463.0 ,3485.9 ,3450.3 ,460.95K,0.0016,0.74414,0.00149,0.01464,0.06266,0.01236
2019.2.6,3404.3 ,3468.5 ,3478.0 ,3383.9 ,514.21K,-0.0185,0.79665,0.00221,0.01503,0.06826,0.01399
2019.2.7,3397.7 ,3404.9 ,3421.8 ,3390.3 ,471.36K,-0.002,0.98739,0.00501,0.02824,0.2275,0.01906
2019.2.8,3661.7 ,3397.3 ,3721.1 ,3382.5 ,699.23K,0.0777,0.85633,0.00527,0.02661,0.1619,0.02258
2019.2.9,3661.4 ,3661.6 ,3675.3 ,3633.2 ,454.80K,-0.0001,0.81344,0.00273,0.01731,0.06989,0.01731
2019.2.10,3679.0 ,3661.0 ,3680.6 ,3617.1 ,501.90K,0.0048,0.68361,0.00325,0.0188,0.07965,0.01971
2019.2.11,3631.8 ,3678.8 ,3681.1 ,3623.8 ,517.28K,-0.0128,0.80902,0.00266,0.03279,0.15162,0.02167
2019.2.12,3632.0 ,3631.8 ,3656.4 ,3594.4 ,545.82K,0.0001,0.76795,0.00364,0.03084,0.13717,0.04177
2019.2.13,3611.5 ,3632.0 ,3663.5 ,3599.2 ,558.02K,-0.0056,0.74622,0.00292,0.03123,0.12891,0.02349
2019.2.14,3592.6 ,3611.5 ,3624.5 ,3580.2 ,498.14K,-0.0052,0.6924,0.00396,0.03078,0.13067,0.02258
2019.2.15,3604.7 ,3592.6 ,3648.3 ,3581.4 ,516.21K,0.0034,0.68192,0.00279,0.02563,0.12409,0.0188
2019.2.16,3616.8 ,3604.7 ,3641.9 ,3599.7 ,485.63K,0.0034,0.7088,0.00182,0.01496,0.07047,0.01574
2019.2.17,3664.2 ,3616.8 ,3689.9 ,3607.9 ,580.51K,0.0131,0.77283,0.00208,0.01906,0.07613,0.01639
2019.2.18,3896.0 ,3664.2 ,3903.7 ,3655.1 ,933.15K,0.0633,1.11455,0.00377,0.03299,0.13073,0.01997
2019.2.19,3914.3 ,3896.4 ,3993.8 ,3863.7 ,1.44M,0.0047,1.31238,0.00468,0.03878,0.13438,0.0214
2019.2.20,3972.4 ,3914.3 ,3983.6 ,3881.2 ,698.01K,0.0148,1.00535,0.00416,0.04099,0.12735,0.01841
2019.2.21,3936.6 ,3972.0 ,4011.5 ,3909.2 ,668.16K,-0.009,1.0239,0.00351,0.03078,0.18032,0.01906
2019.2.22,3965.2 ,3937.4 ,3983.1 ,3931.7 ,649.55K,0.0073,0.82997,0.00449,0.02765,0.12006,0.02232
2019.2.23,4120.4 ,3965.2 ,4152.6 ,3939.4 ,727.85K,0.0391,0.63194,0.00279,0.01731,0.06566,0.01483
2019.2.24,3755.2 ,4120.5 ,4194.2 ,3738.7 ,977.78K,-0.0886,0.93468,0.00312,0.02036,0.08694,0.01548
2019.2.25,3833.7 ,3755.7 ,3870.7 ,3753.8 ,765.87K,0.0209,0.93058,0.0039,0.03201,0.14726,0.01822
2019.2.26,3810.3 ,3833.5 ,3845.5 ,3775.0 ,2.09M,-0.0061,0.82912,0.0024,0.0259,0.13503,0.02186
2019.2.27,3814.6 ,3810.3 ,3836.4 ,3701.9 ,2.82M,0.0011,0.76372,0.00292,0.0283,0.1362,0.01965
2019.2.28,3816.6 ,3814.6 ,3883.7 ,3783.3 ,2.31M,0.0005,0.74043,0.00299,0.0242,0.10125,0.01952
2019.3.1,3821.9 ,3816.7 ,3855.8 ,3816.4 ,1.74M,0.0014,0.58398,0.00234,0.01438,0.0626,0.01704
2019.3.2,3823.1 ,3821.9 ,3843.2 ,3783.6 ,1.61M,0.0003,0.55893,0.00149,0.01444,0.05537,0.01704
2019.3.3,3809.5 ,3823.2 ,3836.6 ,3789.7 ,1.51M,-0.0036,0.53785,0.00162,0.01711,0.12982,0.01945
2019.3.4,3715.9 ,3809.7 ,3828.4 ,3681.8 ,2.85M,-0.0245,0.7101,0.00318,0.03689,0.13945,0.02609
2019.3.5,3857.2 ,3715.9 ,3873.2 ,3705.7 ,3.82M,0.038,0.71921,0.00618,0.04028,0.1431,0.02316
2019.3.6,3863.0 ,3857.2 ,3887.3 ,3816.7 ,2.52M,0.0015,0.7539,0.00449,0.04073,0.13379,0.01991
2019.3.7,3875.1 ,3863.1 ,3907.4 ,3847.9 ,2.60M,0.0032,0.71758,0.00312,0.04757,0.13724,0.0203
2019.3.8,3865.9 ,3875.1 ,3929.0 ,3810.7 ,2.96M,-0.0024,0.84617,0.00253,0.03696,0.14206,0.02036
2019.3.9,3944.3 ,3865.6 ,3964.0 ,3859.7 ,2.48M,0.0203,0.77902,0.00123,0.02238,0.0803,0.01731
2019.3.10,3915.2 ,3944.4 ,3944.5 ,3889.2 ,1.89M,-0.0074,0.94483,0.00273,0.02928,0.09527,0.01659
2019.3.11,3870.3 ,3915.2 ,3935.5 ,3842.4 ,3.19M,-0.0115,0.97977,0.00338,0.04874,0.1513,0.02082
2019.3.12,3886.0 ,3870.3 ,3900.1 ,3817.1 ,2.90M,0.0041,1.13244,0.00468,0.05062,0.17153,0.0218
2019.3.13,3865.1 ,3885.9 ,3894.7 ,3847.4 ,2.28M,-0.0054,0.91964,0.00377,0.04347,0.15806,0.0188
2019.3.14,3879.0 ,3865.1 ,3914.7 ,3828.4 ,2.86M,0.0036,0.8875,0.00247,0.04288,0.17518,0.01783
2019.3.15,3924.3 ,3879.0 ,3935.7 ,3874.8 ,3.11M,0.0117,0.86251,0.00266,0.04015,0.14674,0.01958
2019.3.16,4006.4 ,3924.4 ,4050.6 ,3923.7 ,3.46M,0.0209,0.69624,0.00188,0.02049,0.08173,0.01555
2019.3.17,3981.5 ,4006.4 ,4009.8 ,3956.3 ,1.87M,-0.0062,0.66507,0.00136,0.02954,0.11713,0.01509
2019.3.18,3990.2 ,3981.5 ,4032.3 ,3958.5 ,2.62M,0.0022,0.96481,0.00292,0.05388,0.19672,0.01874
2019.3.19,4017.0 ,3990.2 ,4029.9 ,3972.4 ,2.99M,0.0067,1.02643,0.00201,0.05329,0.17622,0.02043
2019.3.20,4041.2 ,4017.0 ,4050.0 ,3985.3 ,3.18M,0.006,0.98576,0.00292,0.05004,0.1537,0.02186
2019.3.21,3982.2 ,4041.2 ,4064.0 ,3923.8 ,3.88M,-0.0146,1.01049,0.00279,0.04652,0.16405,0.02147
2019.3.22,3990.4 ,3982.2 ,4005.7 ,3971.8 ,2.83M,0.0021,0.95023,0.00286,0.04164,0.13392,0.0214
2019.3.23,4002.5 ,3990.4 ,4018.2 ,3980.8 ,2.00M,0.003,0.75669,0.00201,0.02401,0.08329,0.01509
2019.3.24,3994.7 ,4002.6 ,4005.7 ,3967.0 ,2.04M,-0.002,0.74043,0.00325,0.02446,0.09078,0.01685
2019.3.25,3937.0 ,3994.8 ,4000.5 ,3897.9 ,2.86M,-0.0144,0.90481,0.0039,0.046,0.14798,0.01926
2019.3.26,3942.8 ,3937.1 ,3950.7 ,3899.9 ,2.53M,0.0015,0.78006,0.00292,0.0436,0.14336,0.02049
2019.3.27,4041.7 ,3942.8 ,4043.3 ,3936.2 ,2.78M,0.0251,0.85112,0.00344,0.04815,0.13926,0.02036
2019.3.28,4025.6 ,4041.7 ,4041.7 ,4008.4 ,2.11M,-0.004,0.90546,0.00208,0.04301,0.15169,0.01867
2019.3.29,4102.2 ,4025.7 ,4123.1 ,4022.6 ,3.30M,0.019,0.85151,0.00227,0.03572,0.16288,0.01731
2019.3.30,4111.8 ,4103.7 ,4138.1 ,4057.1 ,2.55M,0.0023,0.88476,7.80E-04,0.0257,0.09396,0.01503
2019.3.31,4102.3 ,4111.8 ,4121.9 ,4082.2 ,2.43M,-0.0023,0.82333,0.00136,0.03286,0.08928,0.0136
2019.4.1,4145.1 ,4102.3 ,4159.1 ,4076.8 ,3.22M,0.0104,1.04504,0.0052,0.04457,0.15572,0.01893
2019.4.2,4859.3 ,4145.1 ,4899.6 ,4143.5 ,14.77M,0.1723,25.33987,0.00709,0.05082,0.20472,0.01932
2019.4.3,4968.7 ,4859.3 ,5278.4 ,4814.0 ,13.83M,0.0225,10.59451,0.00475,0.04887,0.19223,0.01815
2019.4.4,4902.4 ,4968.7 ,5042.5 ,4789.2 ,1.05M,-0.0133,2.29352,0.00533,0.046,0.15897,0.01854
2019.4.5,5010.2 ,4902.5 ,5029.4 ,4888.3 ,851.72K,0.022,1.81346,0.0037,0.03774,0.12305,0.02967
2019.4.6,5046.2 ,5010.0 ,5198.4 ,4947.9 ,952.18K,0.0072,1.35487,0.0026,0.02095,0.08108,0.01587
2019.4.7,5173.6 ,5046.1 ,5219.5 ,5033.7 ,841.27K,0.0253,1.43381,0.00325,0.02524,0.1077,0.01691
2019.4.8,5245.2 ,5173.5 ,5300.6 ,5060.5 ,928.23K,0.0138,1.99769,0.00475,0.0406,0.16197,0.01822
2019.4.9,5158.4 ,5245.0 ,5245.9 ,5095.2 ,784.62K,-0.0165,1.56012,0.00553,0.04197,0.1524,0.02127
2019.4.10,5307.8 ,5158.4 ,5404.1 ,5142.9 ,837.51K,0.0289,1.4301,0.00475,0.04106,0.14563,0.02049
2019.4.11,5022.6 ,5307.7 ,5337.0 ,4948.0 ,943.49K,-0.0537,1.51515,0.00767,0.03845,0.15156,0.01984
2019.4.12,5054.2 ,5022.7 ,5080.5 ,4889.2 ,779.14K,0.0063,1.27593,0.00637,0.03403,0.11713,0.01822
2019.4.13,5051.8 ,5054.2 ,5093.4 ,5011.6 ,577.16K,-0.0005,0.85945,0.00273,0.01822,0.07034,0.01613
2019.4.14,5134.8 ,5052.0 ,5153.5 ,5010.7 ,566.38K,0.0164,0.81455,0.00234,0.02472,0.09884,0.01392
2019.4.15,5032.3 ,5135.1 ,5168.0 ,4964.2 ,688.20K,-0.02,1.20019,0.00455,0.03989,0.15227,0.01971
2019.4.16,5180.9 ,5031.4 ,5198.4 ,5014.4 ,631.05K,0.0295,1.18099,0.00774,0.03813,0.2178,0.02375
2019.4.17,5208.3 ,5182.1 ,5230.9 ,5165.5 ,806.52K,0.0053,1.10791,0.00488,0.04002,0.23303,0.03462
2019.4.18,5264.7 ,5208.3 ,5293.1 ,5205.0 ,727.97K,0.0108,1.08799,0.0026,0.03728,0.21748,0.0216
2019.4.19,5241.0 ,5264.8 ,5282.4 ,5192.1 ,787.09K,-0.0045,0.97047,0.0037,0.03117,0.14284,0.019
2019.4.20,5290.2 ,5241.0 ,5327.0 ,5240.2 ,782.32K,0.0094,0.78058,0.00195,0.01926,0.08798,0.01678
2019.4.21,5243.5 ,5290.2 ,5308.2 ,5189.8 ,811.41K,-0.0088,0.77928,0.00188,0.02219,0.08863,0.02843
2019.4.22,5346.7 ,5248.2 ,5370.2 ,5170.2 ,920.77K,0.0197,0.93253,0.00286,0.03624,0.16171,0.02629
2019.4.23,5511.6 ,5346.5 ,5594.4 ,5291.4 ,900.00K,0.0308,1.13049,0.00462,0.03891,0.16652,0.02485
2019.4.24,5415.6 ,5511.2 ,5589.6 ,5346.8 ,994.04K,-0.0174,1.1912,0.00455,0.03826,0.16145,0.02316
2019.4.25,5209.1 ,5415.6 ,5528.2 ,5137.4 ,955.36K,-0.0381,0.94359,0.00488,0.03598,0.14563,0.02036
2019.4.26,5298.3 ,5209.2 ,5469.3 ,5159.3 ,1.03M,0.0171,0.99201,0.00409,0.02986,0.12117,0.01757
2019.4.27,5265.9 ,5298.2 ,5318.1 ,5225.4 ,833.13K,-0.0061,0.68758,0.0026,0.0147,0.07073,0.01509
2019.4.28,5302.3 ,5265.7 ,5332.5 ,5234.4 ,681.41K,0.0069,0.64711,0.00188,0.01789,0.08765,0.01548
2019.4.29,5235.0 ,5302.4 ,5322.9 ,5188.9 ,775.82K,-0.0127,0.83479,0.00305,0.03175,0.14648,0.0188
2019.4.30,5320.8 ,5235.4 ,5336.6 ,5195.9 ,697.42K,0.0164,0.79171,0.00364,0.03793,0.13874,0.01867
2019.5.1,5384.2 ,5321.1 ,5396.3 ,5319.5 ,623.64K,0.0119,0.70893,0.00416,0.02694,0.1075,0.01841
2019.5.2,5493.8 ,5384.6 ,5530.8 ,5370.0 ,722.23K,0.0204,0.73737,0.00305,0.03572,0.1336,0.01783
2019.5.3,5766.8 ,5493.6 ,5844.2 ,5478.7 ,1.04M,0.0497,0.89765,0.00247,0.02531,0.13034,0.01913
2019.5.4,5830.9 ,5768.0 ,5899.2 ,5605.0 ,920.61K,0.0111,0.75682,0.00162,0.01425,0.06637,0.01405
2019.5.5,5774.9 ,5830.8 ,5838.2 ,5708.2 ,709.02K,-0.0096,0.66969,0.00227,0.01399,0.06657,0.01308
2019.5.6,5745.1 ,5775.1 ,5801.4 ,5630.5 ,755.39K,-0.0052,0.69715,0.00279,0.0231,0.07919,0.01438
2019.5.7,5849.5 ,5745.5 ,6019.8 ,5745.5 ,955.88K,0.0182,0.957,0.00429,0.03383,0.14323,0.0203
2019.5.8,5990.3 ,5849.4 ,6011.3 ,5799.1 ,757.13K,0.0241,0.93617,0.00533,0.03865,0.15188,0.01835
2019.5.9,6191.5 ,5990.5 ,6206.0 ,5990.0 ,799.96K,0.0336,1.01459,0.0037,0.03383,0.14134,0.01958
2019.5.10,6386.0 ,6194.3 ,6466.6 ,6157.8 ,907.94K,0.0314,1.10108,0.0052,0.02811,0.11284,0.01913
2019.5.11,7190.3 ,6386.6 ,7373.8 ,6386.5 ,1.31M,0.1259,1.39749,0.00403,0.01711,0.07724,0.0134
2019.5.12,6984.8 ,7190.0 ,7518.9 ,6802.6 ,1.35M,-0.0286,2.1281,0.00422,0.02219,0.09156,0.01399
2019.5.13,7806.0 ,6984.7 ,8058.3 ,6893.1 ,1.20M,0.1176,2.02196,0.00553,0.03468,0.1662,0.02303
2019.5.14,7994.6 ,7806.4 ,8323.9 ,7674.0 ,1.33M,0.0242,9.72223,0.01236,0.03247,0.20192,0.02082
2019.5.15,8164.6 ,7994.8 ,8225.3 ,7856.5 ,1.13M,0.0213,3.71725,0.01041,0.03422,0.16685,0.02082
2019.5.16,7871.8 ,8164.8 ,8293.3 ,7720.4 ,1.18M,-0.0359,3.8349,0.00924,0.03325,0.1524,0.02114
2019.5.17,7359.5 ,7871.9 ,7924.0 ,6998.6 ,1.43M,-0.0651,3.26315,0.00735,0.02973,0.13288,0.019
2019.5.18,7262.6 ,7359.9 ,7458.5 ,7189.4 ,865.53K,-0.0132,2.01532,0.00585,0.01789,0.08635,0.01405
2019.5.19,8157.2 ,7261.9 ,8253.4 ,7252.3 ,1.08M,0.1232,1.93183,0.0039,0.02622,0.09156,0.01405
2019.5.20,7965.3 ,8156.4 ,8156.4 ,7604.0 ,958.81K,-0.0235,2.22623,0.00449,0.04021,0.15162,0.02108
2019.5.21,7930.3 ,7965.0 ,8056.8 ,7813.2 ,804.88K,-0.0044,2.10675,0.00462,0.03761,0.17876,0.02336
2019.5.22,7635.7 ,7928.7 ,7999.0 ,7545.9 ,821.40K,-0.0372,1.87639,0.00436,0.03845,0.16347,0.02088
2019.5.23,7852.1 ,7637.2 ,7939.1 ,7486.8 ,815.14K,0.0283,1.67934,0.00631,0.03761,0.15299,0.01665
2019.5.24,7970.1 ,7852.8 ,8124.1 ,7775.4 ,868.47K,0.015,1.76563,0.00429,0.0326,0.13353,0.01991
2019.5.25,8027.4 ,7971.4 ,8090.1 ,7919.1 ,691.27K,0.0072,1.34361,0.00292,0.02075,0.0829,0.01626
2019.5.26,8630.2 ,8029.6 ,8718.6 ,7866.5 ,872.12K,0.0751,1.32136,0.00279,0.05271,0.08811,0.01483
2019.5.27,8760.1 ,8628.9 ,8902.8 ,8607.3 ,907.96K,0.0151,3.09499,0.00449,0.08004,0.17375,0.01965
2019.5.28,8716.3 ,8759.4 ,8794.1 ,8568.8 ,763.20K,-0.005,2.93972,0.0052,0.04516,0.1634,0.02069
2019.5.29,8647.8 ,8715.6 ,8747.2 ,8435.3 ,15.43M,-0.0079,2.25695,0.00351,0.04099,0.18227,0.01945
2019.5.30,8271.9 ,8647.8 ,9045.9 ,8054.7 ,1.04M,-0.0435,2.38007,0.00396,0.03891,0.15312,0.02017
2019.5.31,8558.3 ,8271.4 ,8578.8 ,8135.0 ,858.41K,0.0346,2.04402,0.01704,0.03312,0.128,0.01958
2019.6.1,8545.7 ,8556.9 ,8615.8 ,8454.0 ,686.75K,-0.0015,1.55895,0.00449,0.01841,0.07932,0.0136
2019.6.2,8728.6 ,8545.8 ,8807.7 ,8534.8 ,614.54K,0.0214,1.60704,0.00312,0.02954,0.08707,0.01366
2019.6.3,8124.8 ,8728.6 ,8734.9 ,8102.7 ,739.45K,-0.0692,1.86578,0.00702,0.04047,0.14908,0.01822
2019.6.4,7685.5 ,8118.1 ,8118.1 ,7494.0 ,966.95K,-0.0541,1.87775,0.01646,0.03696,0.14713,0.01854
2019.6.5,7779.1 ,7685.6 ,7885.0 ,7590.4 ,762.94K,0.0122,1.77728,0.01203,0.03624,0.12468,0.01672
2019.6.6,7784.9 ,7779.6 ,7861.4 ,7480.4 ,651.82K,0.0008,1.28862,0.00624,0.02355,0.07607,0.01477
2019.6.7,7985.2 ,7785.8 ,8099.4 ,7749.4 ,588.87K,0.0257,1.6753,0.00494,0.02876,0.11166,0.01685
2019.6.8,7901.4 ,7985.3 ,8044.4 ,7770.5 ,485.81K,-0.0105,1.28745,0.00247,0.02049,0.07522,0.01412
2019.6.9,7635.0 ,7901.6 ,7937.5 ,7516.9 ,554.48K,-0.0337,1.11363,0.00331,0.02655,0.0857,0.02355
2019.6.10,7987.8 ,7635.0 ,8012.8 ,7523.6 ,641.38K,0.0462,1.43947,0.00982,0.03761,0.15793,0.0214
2019.6.11,7888.0 ,7987.8 ,8010.4 ,7714.5 ,579.00K,-0.0125,1.31114,0.00462,0.03976,0.17323,0.02863
2019.6.12,8133.1 ,7888.0 ,8198.1 ,7805.8 ,607.89K,0.0311,1.23819,0.00475,0.03572,0.15982,0.02186
2019.6.13,8219.0 ,8132.4 ,8306.1 ,8028.6 ,574.21K,0.0106,1.26038,0.0039,0.03696,0.12767,0.01958
2019.6.14,8656.1 ,8218.6 ,8685.3 ,8153.2 ,643.17K,0.0532,1.26715,0.00357,0.03032,0.1157,0.02114
2019.6.15,8812.5 ,8655.8 ,8856.7 ,8582.3 ,608.69K,0.0181,1.05799,0.00286,0.01906,0.08824,0.01548
2019.6.16,8962.5 ,8812.2 ,9332.0 ,8771.1 ,849.77K,0.017,1.62298,0.00351,0.02114,0.08589,0.01477
2019.6.17,9318.8 ,8961.0 ,9438.1 ,8959.8 ,738.80K,0.0398,1.64979,0.00377,0.0367,0.1347,0.01763
2019.6.18,9080.6 ,9318.9 ,9336.1 ,8962.7 ,723.17K,-0.0256,1.50136,0.00533,0.03579,0.14576,0.01704
2019.6.19,9255.4 ,9080.7 ,9295.1 ,9044.0 ,587.57K,0.0193,1.40953,0.00344,0.03605,0.1472,0.01607
2019.6.20,9517.0 ,9255.0 ,9583.9 ,9188.4 ,693.62K,0.0283,1.34524,0.00455,0.03156,0.12657,0.0162
2019.6.21,10179.3 ,9517.7 ,10184.3 ,9517.4 ,769.12K,0.0696,1.38279,0.00468,0.02485,0.10639,0.01665
2019.6.22,10721.7 ,10178.1 ,11160.5 ,10031.3 ,1.09M,0.0533,1.60313,0.0037,0.0149,0.06553,0.0134
2019.6.23,10897.1 ,10721.5 ,11361.3 ,10557.8 ,683.79K,0.0164,1.53298,0.00273,0.01587,0.0639,0.01164
2019.6.24,11046.4 ,10897.3 ,11114.4 ,10622.6 ,566.96K,0.0137,1.70062,0.00618,0.02576,0.1103,0.01854
2019.6.25,11809.9 ,11046.6 ,11833.9 ,11033.7 ,781.09K,0.0691,2.05443,0.00566,0.02518,0.11121,0.01678
2019.6.26,13063.8 ,11811.6 ,13929.8 ,11747.3 ,1.48M,0.1062,3.34625,0.01633,0.02616,0.12676,0.02043
2019.6.27,11287.8 ,13062.4 ,13422.0 ,10493.5 ,1.59M,-0.1359,6.45914,0.02668,0.02368,0.14694,0.0177
2019.6.28,12409.1 ,11288.4 ,12461.8 ,10970.5 ,1.09M,0.0993,2.39829,0.02264,0.02043,0.09481,0.01633
2019.6.29,11906.5 ,12408.0 ,12422.9 ,11490.8 ,834.62K,-0.0405,1.57496,0.00774,0.01327,0.07412,0.01483
2019.6.30,10818.6 ,11906.0 ,12179.3 ,10765.4 ,880.77K,-0.0914,1.37101,0.00813,0.01347,0.05843,0.00969
2019.7.1,10616.6 ,10821.4 ,11254.5 ,10041.6 ,1.04M,-0.0187,1.74728,0.00982,0.02629,0.09865,0.02056
2019.7.2,10835.9 ,10615.5 ,10923.5 ,9728.5 ,1.12M,0.0207,1.96652,0.01041,0.02342,0.0924,0.02056
2019.7.3,11900.8 ,10835.9 ,11931.8 ,10835.9 ,998.73K,0.0983,1.57639,0.00767,0.02746,0.09982,0.01848
2019.7.4,11163.1 ,11899.3 ,11948.0 ,11087.1 ,840.34K,-0.062,1.43771,0.00637,0.02511,0.10112,0.0175
2019.7.5,10970.2 ,11159.7 ,11381.8 ,10810.3 ,772.67K,-0.0173,1.21834,0.00507,0.02238,0.09435,0.01802
2019.7.6,11268.0 ,10969.8 ,11650.2 ,10967.9 ,688.96K,0.0271,0.89205,0.00234,0.01431,0.04913,0.01281
2019.7.7,11415.9 ,11267.9 ,11524.6 ,11108.1 ,601.93K,0.0131,0.87474,0.00292,0.01438,0.07997,0.01229
2019.7.8,12252.6 ,11415.8 ,12332.3 ,11304.8 ,695.60K,0.0733,1.22029,0.00449,0.0272,0.10568,0.01776
2019.7.9,12541.5 ,12250.6 ,12772.9 ,12111.2 ,847.84K,0.0236,1.33385,0.00481,0.02629,0.12793,0.01835
2019.7.10,12110.6 ,12542.8 ,13134.4 ,11594.9 ,1.11M,-0.0344,1.21157,0.00585,0.02928,0.13412,0.01906
2019.7.11,11342.3 ,12111.6 ,12111.6 ,11029.0 ,943.13K,-0.0634,1.43094,0.00891,0.02967,0.11362,0.02056
2019.7.12,11762.1 ,11343.7 ,11881.4 ,11109.8 ,738.17K,0.037,1.41799,0.00507,0.02557,0.09292,0.01945
2019.7.13,11364.9 ,11762.8 ,11798.4 ,10839.4 ,747.71K,-0.0338,0.90038,0.0026,0.01529,0.05681,0.01457
2019.7.14,10200.1 ,11364.3 ,11448.7 ,10128.9 ,840.76K,-0.1025,0.90318,0.00449,0.01997,0.08394,0.01757
2019.7.15,10845.9 ,10199.9 ,11064.7 ,9885.4 ,956.52K,0.0633,1.40836,0.00403,0.03501,0.12989,0.01984
2019.7.16,9424.8 ,10844.0 ,11019.5 ,9375.3 ,1.05M,-0.131,1.35318,0.00422,0.03104,0.12012,0.02017
2019.7.17,9723.2 ,9425.1 ,9983.6 ,9082.6 ,1.03M,0.0317,1.53207,0.00592,0.03409,0.10926,0.02088
2019.7.18,10651.4 ,9723.1 ,10787.1 ,9390.0 ,974.49K,0.0955,1.22517,0.00429,0.0337,0.11778,0.02212
2019.7.19,10571.5 ,10651.6 ,10758.4 ,10160.7 ,727.79K,-0.0075,1.15157,0.00344,0.02537,0.08232,0.02108
2019.7.20,10826.7 ,10571.9 ,11155.6 ,10462.0 ,668.94K,0.0241,0.89381,0.00227,0.01568,0.05284,0.01308
2019.7.21,10714.4 ,10827.0 ,10883.8 ,10442.5 ,562.17K,-0.0104,0.86043,0.00312,0.01724,0.05498,0.01503
2019.7.22,10412.5 ,10715.1 ,10806.3 ,10196.5 ,591.27K,-0.0282,1.05578,0.00331,0.03019,0.0937,0.02219
2019.7.23,9888.7 ,10412.8 ,10414.7 ,9865.4 ,663.38K,-0.0503,1.07016,0.0039,0.03006,0.10893,0.02199
2019.7.24,9804.3 ,9887.2 ,9945.3 ,9584.0 ,639.54K,-0.0085,1.04439,0.00396,0.02915,0.1852,0.02206
2019.7.25,9945.3 ,9804.7 ,10203.5 ,9776.6 ,545.85K,0.0144,0.96689,0.00481,0.03045,0.15852,0.02082
2019.7.26,9831.0 ,9945.2 ,10436.1 ,9724.2 ,493.75K,-0.0115,0.894,0.0026,0.02492,0.09579,0.01652
2019.7.27,9492.1 ,9830.4 ,10232.3 ,9389.1 ,661.89K,-0.0345,0.72813,0.00188,0.01516,0.05362,0.01503
2019.7.28,9727.8 ,9491.1 ,9798.5 ,9401.1 ,518.59K,0.0248,0.64743,0.00227,0.01691,0.05271,0.0134
2019.7.29,9580.9 ,9728.5 ,9835.4 ,9502.5 ,510.90K,-0.0151,0.85873,0.00429,0.02759,0.10255,0.01926
2019.7.30,9580.7 ,9580.0 ,9703.0 ,9483.0 ,511.51K,0,0.76867,0.00286,0.02902,0.10197,0.01757
2019.7.31,10082.0 ,9580.3 ,10100.0 ,9562.4 ,589.84K,0.0523,0.80147,0.00331,0.02999,0.10373,0.01789
2019.8.1,10380.0 ,10081.9 ,10459.0 ,9890.6 ,608.37K,0.0296,0.74589,0.00266,0.02772,0.09429,0.01939
2019.8.2,10520.1 ,10380.5 ,10664.8 ,10330.5 ,578.29K,0.0135,0.78526,0.00449,0.0272,0.08479,0.01757
2019.8.3,10815.7 ,10519.9 ,10893.6 ,10504.5 ,508.75K,0.0281,0.65505,0.00188,0.0218,0.04867,0.01561
2019.8.4,10934.6 ,10816.1 ,11017.7 ,10568.8 ,585.71K,0.011,0.57696,0.0037,0.0214,0.04958,0.01425
2019.8.5,11816.8 ,10934.8 ,11922.3 ,10934.8 ,769.63K,0.0807,1.21665,0.00709,0.03455,0.09481,0.02004
2019.8.6,11480.9 ,11817.6 ,12291.9 ,11237.0 ,807.58K,-0.0284,1.45157,0.00852,0.03702,0.10516,0.01828
2019.8.7,12013.9 ,11481.0 ,12114.5 ,11406.4 ,702.85K,0.0464,0.92446,0.00449,0.03514,0.10255,0.01991
